,Date,Open,High,Low,Close,Adj Close,Volume,pct monthly return,Portfolio Value Reg,Portfolio Value (Worst Case)
0,1995-12-01,2126.600098,2287.600098,2116.600098,2266.5,2266.5,24393900.0,0.0,10833.333333333334,10000.0
1,1996-01-01,2266.5,2449.199951,2255.800049,2449.199951,2449.199951,48444300.0,8.060884667990296,12607.103211265534,10806.088466799029
2,1996-02-01,2451.899902,2504.0,2400.0,2438.5,2438.5,29454100.0,-0.436875355792462,13381.71858962459,10758.879329362451
3,1996-03-01,2438.5,2438.5,2282.100098,2387.300049,2387.300049,26639200.0,-2.0996494156243615,13916.58566832684,10532.980582395763
4,1996-04-01,2387.300049,2417.0,2360.300049,2415.699951,2415.699951,17563500.0,1.1896243210775435,14925.38762544316,10658.283481138318
5,1996-05-01,2406.199951,2417.399902,2309.100098,2332.899902,2332.899902,41784900.0,-3.427580025645326,15218.578186896288,10292.962285462167
6,1996-06-01,2332.399902,2347.5,2267.600098,2296.199951,2296.199951,35422900.0,-1.5731472648499452,15799.391313192995,10131.038830796382
7,1996-07-01,2301.899902,2301.899902,2083.199951,2111.800049,2111.800049,25503500.0,-8.030655253680916,15297.00787086978,9317.450028678579
8,1996-08-01,2111.800049,2182.600098,2092.699951,2153.5,2153.5,19471600.0,1.974616442486883,16448.853573850545,9501.433928965365
9,1996-09-01,2153.5,2208.300049,2094.5,2177.199951,2177.199951,24043000.0,1.1005317390294893,17472.382859295834,9606.000225016545
10,1996-10-01,2175.699951,2177.300049,2035.0,2083.199951,2083.199951,19813400.0,-4.317472079531568,17515.372007054113,9191.263847341716
11,1996-11-01,2086.699951,2221.199951,2062.699951,2188.100098,2188.100098,36213600.0,5.035529448320337,19272.65980118818,9654.092645047427
12,1996-12-01,2190.300049,2219.600098,2154.5,2216.800049,2216.800049,17982400.0,1.3116379376899996,20369.710968223244,9780.71938671961
13,1997-01-01,2216.800049,2278.899902,2209.5,2216.5,2216.5,35283400.0,-0.01353523066436672,21200.174420602492,9779.395543789982
14,1997-02-01,2214.899902,2270.899902,2190.5,2195.699951,2195.699951,32628500.0,-0.9384186329799208,21826.741211673816,9687.62387381425
15,1997-03-01,2195.699951,2202.899902,2065.600098,2073.0,2073.0,22455300.0,-5.588193001694886,21393.785845104216,9146.26075446724
16,1997-04-01,2072.5,2114.100098,1981.9000239999998,2004.300049,2004.300049,32143000.0,-3.3140352629040066,21490.50461093643,8843.150447827045
17,1997-05-01,2004.300049,2118.800049,2004.300049,2065.5,2065.5,26260000.0,3.0534325951114147,23005.481288539944,9113.170086035738
18,1997-06-01,2065.300049,2066.699951,1968.699951,1988.0,1988.0,20465900.0,-3.7521181312030985,22944.354136182075,8771.233178910214
19,1997-07-01,1987.0999760000002,2009.5999760000002,1913.5999760000002,1967.0999760000002,1967.0999760000002,33126900.0,-1.0513090543259458,23527.710488239067,8679.020410324289
20,1997-08-01,1966.4000239999998,1974.199951,1735.699951,1805.5999760000002,1805.5999760000002,44699300.0,-8.210055511687932,22360.988600594683,7966.468016765939
21,1997-09-01,1805.5999760000002,1954.699951,1772.199951,1954.699951,1954.699951,42129000.0,8.257641613969529,25109.62591402212,26957.643728215313
22,1997-10-01,1954.800049,1954.800049,1486.699951,1586.099976,1586.099976,55680700.0,-18.857112817311368,21050.866153932522,21874.210437496888
23,1997-11-01,1587.400024,1768.5,1587.400024,1660.599976,1660.599976,51456900.0,4.697055742216341,22912.112535920554,22901.654294915825
24,1997-12-01,1665.0,1758.4000239999998,1509.300049,1529.800049,1529.800049,60161000.0,-7.876666800578108,21875.09621782112,23597.767294285022
25,1998-01-01,1530.199951,1531.300049,1031.300049,1259.900024,1259.900024,91190700.0,-17.642830197085445,18702.019885019497,19434.45328025095
26,1998-02-01,1264.699951,1636.800049,1264.699951,1615.400024,1615.400024,83834900.0,28.21652458354108,25047.550961690937,24918.18056774976
27,1998-03-01,1616.0,1700.5,1532.599976,1629.199951,1629.199951,72290100.0,0.8542730466122629,26101.977713781565,25131.04986804622
28,1998-04-01,1629.5,1629.5,1449.719971,1493.400024,1493.400024,99003500.0,-8.335375097246121,24690.1518377279,26369.61592900192
29,1998-05-01,1494.97998,1497.969971,1254.48999,1254.930054,1254.930054,549392500.0,-15.96825808006014,21447.829187920295,22992.180936071578
30,1998-06-01,1254.050049,1254.050049,1031.609985,1066.660034,1066.660034,605541000.0,-15.002431362600863,18938.446407213003,19542.79477237244
31,1998-07-01,1070.01001,1137.550049,1034.52002,1064.199951,1064.199951,523303500.0,-0.2306342153623748,19726.17925147855,21164.389067655964
32,1998-08-01,1064.199951,1100.73999,848.570007,856.429993,856.429993,387428400.0,-19.52358274446116,16545.559133458228,17032.34205567246
33,1998-09-01,826.929993,964.080017,800.27002,939.650024,939.650024,154256200.0,9.717085071774228,19067.61423232186,18687.38922293773
34,1998-10-01,938.080017,1215.76001,881.6199949999999,1204.619995,1204.619995,256048500.0,28.19879361808008,25512.774697736633,23957.00754252128
35,1998-11-01,1210.839966,1438.849976,1158.459961,1416.550049,1416.550049,630206400.0,17.59310445448815,30981.206336668394,28171.78890364665
36,1998-12-01,1408.180054,1452.910034,1318.439941,1392.72998,1392.72998,3753813100.0,-1.6815550581368748,31279.56066895785,27698.064762369737
37,1999-01-01,1399.569946,1581.099976,1382.949951,1428.140015,1428.140015,865098300.0,2.542491043382284,32929.361456070284,28402.28557814321
38,1999-02-01,1427.349976,1428.719971,1280.329956,1411.910034,1411.910034,1102524500.0,-1.1364418635101372,33379.00139156768,28079.510114639488
39,1999-03-01,1414.560059,1526.880005,1409.619995,1518.310059,1518.310059,1470987200.0,7.5358926870548695,36790.53955550557,30195.55186392944
40,1999-04-01,1519.579956,1904.4200440000002,1513.540039,1886.189941,1886.189941,2271489300.0,24.229562322882575,46739.972618722255,37511.80192153856
41,1999-05-01,1892.430054,1995.160034,1855.5100100000002,1903.859985,1903.859985,3075874400.0,0.9368114852013179,48018.97814610441,37863.216790245504
42,1999-06-01,1909.969971,2213.340088,1902.819946,2167.699951,2167.699951,3023102000.0,13.858160162970176,55622.34304757129,43110.362015890336
43,1999-07-01,2184.48999,2247.429932,1936.609985,2145.77002,2145.77002,1801930300.0,-1.0116681965086285,55884.53225783518,42674.22819397584
44,1999-08-01,2147.310059,2168.850098,1968.22998,2117.169922,2117.169922,1326801400.0,-1.332859427311781,55961.896172666595,42105.44072045989
45,1999-09-01,2116.709961,2157.090088,1986.359985,2021.930054,2021.930054,1713001000.0,-4.498451778024084,54240.32349445442,40211.34777372549
46,1999-10-01,2021.140015,2136.830078,1978.7600100000002,2047.1500239999998,2047.1500239999998,1419435000.0,1.2473215851412374,55760.60243712737,40712.91259418338
47,1999-11-01,2054.02002,2276.689941,2048.5,2237.1298829999996,2237.1298829999996,1909911400.0,9.280211844405589,61845.97290104629,44491.15713095128
48,1999-12-01,2233.219971,2497.0,2197.889893,2479.580078,2479.580078,1623227500.0,10.837555603829033,69472.2108996248,63479.57769047175
49,2000-01-01,2502.280029,2582.939941,2223.409912,2230.280029,2230.280029,2571265800.0,-10.054123728929232,63236.93782747945,57097.262406869966
50,2000-02-01,2241.780029,2285.679932,2055.340088,2120.5,2120.5,2926576600.0,-4.922253150839652,60916.570219848174,54286.79060900462
