Entered At,Exited At,Symbol,Type,Expiration,DTE,Short Strike,Long Strike,Quantity,Entry Price,Bid at Entry,Ask at Entry,Exit Price,Bid at Exit,Ask at Exit,Profit,Broker Fee,Risk,ROC,Assigned,Starting Balance,Ending Balance,PM Settled,Delta,IV,SPX at Entry,SPX at Exit,VIX at Entry,VIX at Exit
22/5/2017 15:30,24/5/2017 16:00,SPXW,Put,24/5/2017 0:00,2,2340,2050,19,-0.23,0.2,0.35,0,,,399,38,551000,0.000724138,No,539327,539726,Yes,-0.0275,0.1588,2393.29,2404.39,10.98,9.95
24/5/2017 15:30,26/5/2017 16:00,SPXW,Put,26/5/2017 0:00,2,2355,2055,18,-0.23,0.2,0.35,0,,,378,36,540000,0.0007,No,539726,540104,Yes,-0.0304,0.1412,2402.51,2415.82,10.11,9.77
26/5/2017 15:30,30/5/2017 16:00,SPXW,Put,30/5/2017 0:00,4,2375,2075,18,-0.16,0.1,0.3,0,,,252,36,540000,0.000466667,No,540104,540356,Yes,-0.028,0.0823,2414.78,2412.91,9.75,10.3
30/5/2017 15:30,31/5/2017 16:00,SPXW,Put,31/5/2017 0:00,1,2385,2085,18,-0.13,0.1,0.25,0,,,198,36,540000,0.000366667,No,540356,540554,Yes,-0.0327,0.121,2413.68,2411.8,10.29,10.66
31/5/2017 15:30,2/6/2017 16:00,SPXW,Put,2/6/2017 0:00,2,2350,2050,18,-0.28,0.25,0.4,0,,,468,36,540000,0.000866667,No,540554,541022,Yes,-0.0283,0.1777,2410.25,2439.07,10.83,9.78
2/6/2017 15:30,5/6/2017 16:00,SPXW,Put,5/6/2017 0:00,3,2405,2100,18,-0.18,0.15,0.3,0,,,288,36,549000,0.00052459,No,541022,541310,Yes,-0.0342,0.083,2438.38,2436.1,9.76,9.9
5/6/2017 15:30,7/6/2017 16:00,SPXW,Put,7/6/2017 0:00,2,2400,2100,18,-0.18,0.15,0.3,0,,,288,36,540000,0.000533333,No,541310,541598,Yes,-0.0312,0.1127,2437.98,2433.14,9.74,10.35
7/6/2017 15:30,9/6/2017 16:00,SPXW,Put,9/6/2017 0:00,2,2375,2075,18,-0.26,0.2,0.4,0,,,432,36,540000,0.0008,No,541598,542030,Yes,-0.0274,0.1698,2433.34,2431.77,10.3,10.73
9/6/2017 15:30,12/6/2017 16:00,SPXW,Put,12/6/2017 0:00,3,2355,2050,18,-0.41,0.3,0.6,0,,,702,36,549000,0.001278689,No,542030,542732,Yes,-0.0297,0.1853,2431.03,2429.39,10.95,11.42
12/6/2017 15:30,14/6/2017 16:00,SPXW,Put,14/6/2017 0:00,2,2355,2050,18,-0.41,0.35,0.55,0,,,702,36,549000,0.001278689,No,542732,543434,Yes,-0.0318,0.2099,2424.52,2437.92,11.69,10.54
14/6/2017 15:30,16/6/2017 16:00,SPXW,Put,16/6/2017 0:00,2,2360,2060,18,-0.38,0.35,0.5,0,,,648,36,540000,0.0012,No,543434,544082,Yes,-0.0293,0.2172,2433.62,2433.15,10.83,10.29
16/6/2017 15:30,19/6/2017 16:00,SPXW,Put,19/6/2017 0:00,3,2390,2100,19,-0.18,0.15,0.3,0,,,304,38,551000,0.000551724,No,544082,544386,Yes,-0.03,0.0967,2429.83,2453.46,10.71,10.28
19/6/2017 15:30,21/6/2017 16:00,SPXW,Put,21/6/2017 0:00,2,2405,2100,18,-0.18,0.15,0.3,0,,,288,36,549000,0.00052459,No,544386,544674,Yes,-0.0271,0.1315,2450.63,2435.61,10.3,10.8
21/6/2017 15:30,23/6/2017 16:00,SPXW,Put,23/6/2017 0:00,2,2385,2085,18,-0.28,0.25,0.4,0,,,468,36,540000,0.000866667,No,544674,545142,Yes,-0.0319,0.1534,2435.86,2438.3,10.82,9.9
23/6/2017 15:30,26/6/2017 16:00,SPXW,Put,26/6/2017 0:00,3,2390,2100,19,-0.23,0.2,0.35,0,,,399,38,551000,0.000724138,No,545142,545541,Yes,-0.0318,0.1084,2433.94,2439.07,10.22,9.89
26/6/2017 15:30,28/6/2017 16:00,SPXW,Put,28/6/2017 0:00,2,2395,2100,18,-0.23,0.2,0.35,0,,,378,36,531000,0.000711864,No,545541,545919,Yes,-0.0306,0.138,2441.46,2440.69,9.77,10.08
28/6/2017 15:30,30/6/2017 16:00,SPXW,Put,30/6/2017 0:00,2,2385,2085,18,-0.33,0.3,0.45,0,,,558,36,540000,0.001033333,No,545919,546477,Yes,-0.0322,0.1729,2442.24,2423.41,10.04,11.12
30/6/2017 15:30,3/7/2017 16:00,SPXW,Put,3/7/2017 0:00,3,2385,2075,18,-0.23,0.2,0.35,0,,,378,36,558000,0.000677419,No,546477,546855,Yes,-0.0311,0.1112,2430.52,2429.01,10.77,11.22
3/7/2017 15:30,5/7/2017 16:00,SPXW,Put,5/7/2017 0:00,2,2385,2075,18,-0.21,0.15,0.35,0,,,342,36,558000,0.000612903,No,546855,547197,Yes,-0.0311,0.1249,2429.01,2432.54,11.22,10.87
5/7/2017 15:30,7/7/2017 16:00,SPXW,Put,7/7/2017 0:00,2,2385,2085,18,-0.23,0.2,0.35,0,,,378,36,540000,0.0007,No,547197,547575,Yes,-0.0304,0.1392,2432.25,2425.18,10.97,11.13
7/7/2017 15:30,10/7/2017 16:00,SPXW,Put,10/7/2017 0:00,3,2390,2090,18,-0.13,0.1,0.25,0,,,198,36,540000,0.000366667,No,547575,547773,Yes,-0.0278,0.0846,2425.12,2427.43,11.12,11.05
10/7/2017 15:30,12/7/2017 16:00,SPXW,Put,12/7/2017 0:00,2,2385,2080,18,-0.18,0.15,0.3,0,,,288,36,549000,0.00052459,No,547773,548061,Yes,-0.0275,0.1303,2429.48,2443.25,10.97,10.19
12/7/2017 15:30,14/7/2017 16:00,SPXW,Put,14/7/2017 0:00,2,2400,2100,18,-0.21,0.2,0.3,0,,,342,36,540000,0.000633333,No,548061,548403,Yes,-0.0294,0.1322,2444.79,2459.27,10.21,9.67
14/7/2017 15:30,17/7/2017 16:00,SPXW,Put,17/7/2017 0:00,3,2425,2125,18,-0.13,0.1,0.25,0,,,198,36,540000,0.000366667,No,548403,548601,Yes,-0.0269,0.0864,2461.93,2459.14,9.53,9.92
17/7/2017 15:30,19/7/2017 16:00,SPXW,Put,19/7/2017 0:00,2,2410,2110,18,-0.23,0.2,0.35,0,,,378,36,540000,0.0007,No,548601,548979,Yes,-0.0297,0.1417,2458.21,2473.83,10.02,9.78
19/7/2017 15:30,21/7/2017 16:00,SPXW,Put,21/7/2017 0:00,2,2425,2125,18,-0.23,0.2,0.35,0,,,378,36,540000,0.0007,No,548979,549357,Yes,-0.0298,0.1403,2473.03,2472.54,9.7,9.32
21/7/2017 15:30,24/7/2017 16:00,SPXW,Put,24/7/2017 0:00,3,2430,2130,18,-0.18,0.15,0.3,0,,,288,36,540000,0.000533333,No,549357,549645,Yes,-0.0304,0.0938,2469.14,2469.91,9.59,9.4
24/7/2017 15:30,26/7/2017 16:00,SPXW,Put,26/7/2017 0:00,2,2435,2125,18,-0.18,0.15,0.3,0,,,288,36,558000,0.000516129,No,549645,549933,Yes,-0.031,0.1116,2472.78,2477.83,9.38,9.5
26/7/2017 15:30,28/7/2017 16:00,SPXW,Put,28/7/2017 0:00,2,2430,2130,18,-0.23,0.2,0.35,0,,,378,36,540000,0.0007,No,549933,550311,Yes,-0.03,0.1387,2477.97,2472.1,9.51,10.37
28/7/2017 15:30,31/7/2017 16:00,SPXW,Put,31/7/2017 0:00,3,2425,2125,18,-0.21,0.2,0.3,0,,,342,36,540000,0.000633333,No,550311,550653,Yes,-0.029,0.1086,2470.56,2470.3,10.5,10.52
31/7/2017 15:30,2/8/2017 16:00,SPXW,Put,2/8/2017 0:00,2,2425,2125,18,-0.28,0.25,0.4,0,,,468,36,540000,0.000866667,No,550653,551121,Yes,-0.033,0.1455,2473.9,2477.57,10.43,10.22
2/8/2017 15:30,4/8/2017 16:00,SPXW,Put,4/8/2017 0:00,2,2420,2120,18,-0.26,0.25,0.35,0,,,432,36,540000,0.0008,No,551121,551553,Yes,-0.0288,0.1577,2475.05,2476.83,10.22,10.01
4/8/2017 15:30,7/8/2017 16:00,SPXW,Put,7/8/2017 0:00,3,2430,2125,18,-0.23,0.2,0.35,0,,,378,36,549000,0.000688525,No,551553,551931,Yes,-0.0313,0.1085,2474.89,2480.91,9.88,9.87
7/8/2017 15:30,9/8/2017 16:00,SPXW,Put,9/8/2017 0:00,2,2425,2125,18,-0.28,0.25,0.4,0,,,468,36,540000,0.000866667,No,551931,552399,Yes,-0.03,0.1617,2480.83,2474.02,9.81,11.45
9/8/2017 15:30,11/8/2017 16:00,SPXW,Put,11/8/2017 0:00,2,2375,2075,18,-0.48,0.45,0.6,0,,,828,36,540000,0.001533333,No,552399,553227,Yes,-0.0282,0.2727,2469.45,2441.32,11.97,15.66
11/8/2017 15:30,14/8/2017 16:00,SPXW,Put,14/8/2017 0:00,3,2325,2025,18,-0.69,0.6,0.85,0,,,1206,36,540000,0.002233333,No,553227,554433,Yes,-0.0309,0.2866,2440.73,2465.84,16.3,12.29
14/8/2017 15:30,16/8/2017 16:00,SPXW,Put,16/8/2017 0:00,2,2395,2100,19,-0.36,0.35,0.45,0,,,646,38,560500,0.001152542,No,554433,555079,Yes,-0.0287,0.2073,2466.91,2468.11,12.3,11.84
16/8/2017 15:30,18/8/2017 16:00,SPXW,Put,18/8/2017 0:00,2,2410,2110,19,-0.33,0.3,0.45,0,,,589,38,570000,0.001033333,No,555079,555668,Yes,-0.0319,0.173,2468.25,2425.55,11.55,14.4
18/8/2017 15:30,21/8/2017 16:00,SPXW,Put,21/8/2017 0:00,3,2370,2075,19,-0.31,0.25,0.45,0,,,551,38,560500,0.000983051,No,555668,556219,Yes,-0.0298,0.146,2430.23,2428.37,14.35,13.19
21/8/2017 15:30,23/8/2017 16:00,SPXW,Put,23/8/2017 0:00,2,2365,2075,19,-0.31,0.3,0.4,0,,,551,38,551000,0.001,No,556219,556770,Yes,-0.0286,0.1867,2428.01,2444.04,13.37,11.92
23/8/2017 15:30,25/8/2017 16:00,SPXW,Put,25/8/2017 0:00,2,2400,2100,19,-0.23,0.2,0.35,0,,,399,38,570000,0.0007,No,556770,557169,Yes,-0.0302,0.1394,2447.09,2443.05,11.79,11.35
25/8/2017 15:30,28/8/2017 16:00,SPXW,Put,28/8/2017 0:00,3,2405,2100,18,-0.18,0.15,0.3,0,,,288,36,549000,0.00052459,No,557169,557457,Yes,-0.0282,0.1031,2448.49,2444.24,11.12,11.39
28/8/2017 15:30,30/8/2017 16:00,SPXW,Put,30/8/2017 0:00,2,2400,2100,19,-0.23,0.2,0.35,0,,,399,38,570000,0.0007,No,557457,557856,Yes,-0.033,0.1266,2442.42,2457.59,11.42,11.18
30/8/2017 15:30,31/8/2017 16:00,SPXW,Put,31/8/2017 0:00,1,2420,2120,19,-0.13,0.1,0.25,0,,,209,38,570000,0.000366667,No,557856,558065,Yes,-0.0261,0.1531,2458.9,2471.65,11.06,10.6
31/8/2017 15:30,1/9/2017 16:00,SPXW,Put,1/9/2017 0:00,1,2425,2125,19,-0.21,0.2,0.3,0,,,361,38,570000,0.000633333,No,558065,558426,Yes,-0.0283,0.1905,2472.84,2476.55,10.44,10.19
1/9/2017 15:30,5/9/2017 16:00,SPXW,Put,5/9/2017 0:00,4,2425,2125,19,-0.23,0.2,0.35,0,,,399,38,570000,0.0007,No,558426,558825,Yes,-0.0274,0.1093,2479.04,2457.85,10.05,12.63
5/9/2017 15:30,6/9/2017 16:00,SPXW,Put,6/9/2017 0:00,1,2410,2110,19,-0.18,0.15,0.3,0,,,304,38,570000,0.000533333,No,558825,559129,Yes,-0.0262,0.1904,2457.71,2465.54,12.91,11.61
6/9/2017 15:30,8/9/2017 16:00,SPXW,Put,8/9/2017 0:00,2,2415,2115,19,-0.31,0.3,0.4,0,,,551,38,570000,0.000966667,No,559129,559680,Yes,-0.0322,0.1604,2469.21,2461.43,11.41,12.34
8/9/2017 15:30,11/9/2017 16:00,SPXW,Put,11/9/2017 0:00,3,2385,2090,19,-0.43,0.4,0.55,0,,,779,38,560500,0.001389831,No,559680,560459,Yes,-0.0308,0.185,2461.21,2488.11,12.46,10.78
11/9/2017 15:30,13/9/2017 16:00,SPXW,Put,13/9/2017 0:00,2,2430,2130,19,-0.28,0.25,0.4,0,,,494,38,570000,0.000866667,No,560459,560953,Yes,-0.0293,0.1658,2487.37,2498.37,10.74,10.4
13/9/2017 15:30,15/9/2017 16:00,SPXW,Put,15/9/2017 0:00,2,2425,2125,19,-0.38,0.35,0.5,0,,,684,38,570000,0.0012,No,560953,561637,Yes,-0.0303,0.2044,2495.96,2500.23,10.43,10.05
15/9/2017 15:30,18/9/2017 16:00,SPXW,Put,18/9/2017 0:00,3,2460,2150,18,-0.18,0.15,0.3,0,,,288,36,558000,0.000516129,No,561637,561925,Yes,-0.0307,0.0915,2498.39,2503.87,10.14,10.15
18/9/2017 15:30,20/9/2017 16:00,SPXW,Put,20/9/2017 0:00,2,2460,2150,18,-0.23,0.2,0.35,0,,,378,36,558000,0.000677419,No,561925,562303,Yes,-0.0321,0.1273,2503.38,2508.24,10.17,9.72
20/9/2017 15:30,22/9/2017 16:00,SPXW,Put,22/9/2017 0:00,2,2450,2150,19,-0.28,0.25,0.4,0,,,494,38,570000,0.000866667,No,562303,562797,Yes,-0.0305,0.1573,2503.95,2502.22,9.96,9.56
22/9/2017 15:30,25/9/2017 16:00,SPXW,Put,25/9/2017 0:00,3,2455,2150,18,-0.21,0.2,0.3,0,,,342,36,549000,0.000622951,No,562797,563139,Yes,-0.0292,0.1068,2500.53,2496.66,9.72,10.32
25/9/2017 15:30,27/9/2017 16:00,SPXW,Put,27/9/2017 0:00,2,2435,2130,18,-0.28,0.25,0.4,0,,,468,36,549000,0.000852459,No,563139,563607,Yes,-0.0283,0.1715,2495.18,2507.04,10.55,9.82
27/9/2017 15:30,29/9/2017 16:00,SPXW,Put,29/9/2017 0:00,2,2450,2150,19,-0.31,0.3,0.4,0,,,551,38,570000,0.000966667,No,563607,564158,Yes,-0.0295,0.1747,2511.03,2519.36,9.77,9.44
29/9/2017 15:30,2/10/2017 16:00,SPXW,Put,2/10/2017 0:00,3,2475,2175,19,-0.21,0.2,0.3,0,,,361,38,570000,0.000633333,No,564158,564519,Yes,-0.0312,0.0981,2516.64,2529.12,9.65,9.45
2/10/2017 15:30,4/10/2017 16:00,SPXW,Put,4/10/2017 0:00,2,2480,2180,19,-0.26,0.25,0.35,0,,,456,38,570000,0.0008,No,564519,564975,Yes,-0.032,0.1372,2527.58,2537.74,9.51,9.71
4/10/2017 15:30,6/10/2017 16:00,SPXW,Put,6/10/2017 0:00,2,2490,2190,19,-0.21,0.2,0.3,0,,,361,38,570000,0.000633333,No,564975,565336,Yes,-0.0284,0.1322,2537.81,2549.33,9.63,9.48
6/10/2017 15:30,9/10/2017 16:00,SPXW,Put,9/10/2017 0:00,3,2510,2210,19,-0.16,0.15,0.25,0,,,266,38,570000,0.000466667,No,565336,565602,Yes,-0.0293,0.0853,2547.1,2544.73,9.57,10.4
9/10/2017 15:30,11/10/2017 16:00,SPXW,Put,11/10/2017 0:00,2,2495,2190,19,-0.23,0.2,0.35,0,,,399,38,579500,0.000688525,No,565602,566001,Yes,-0.0294,0.1385,2544.02,2555.24,10.31,9.73
11/10/2017 15:30,13/10/2017 16:00,SPXW,Put,13/10/2017 0:00,2,2505,2205,19,-0.23,0.2,0.35,0,,,399,38,570000,0.0007,No,566001,566400,Yes,-0.0295,0.1374,2553.84,2553.17,9.82,9.64
13/10/2017 15:30,16/10/2017 16:00,SPXW,Put,16/10/2017 0:00,3,2510,2210,19,-0.26,0.25,0.35,0,,,456,38,570000,0.0008,No,566400,566856,Yes,-0.0328,0.1078,2555.65,2557.64,9.51,9.93
16/10/2017 15:30,18/10/2017 16:00,SPXW,Put,18/10/2017 0:00,2,2495,2200,19,-0.28,0.25,0.4,0,,,494,38,560500,0.000881356,No,566856,567350,Yes,-0.0279,0.1704,2556.24,2561.26,9.88,10.1
18/10/2017 15:30,20/10/2017 16:00,SPXW,Put,20/10/2017 0:00,2,2505,2205,19,-0.28,0.25,0.4,0,,,494,38,570000,0.000866667,No,567350,567844,Yes,-0.0289,0.1636,2563.44,2575.21,9.96,9.89
20/10/2017 15:30,23/10/2017 16:00,SPXW,Put,23/10/2017 0:00,3,2525,2225,19,-0.21,0.2,0.3,0,,,361,38,570000,0.000633333,No,567844,568205,Yes,-0.028,0.1086,2572.88,2564.98,9.89,10.88
23/10/2017 15:30,25/10/2017 16:00,SPXW,Put,25/10/2017 0:00,2,2505,2200,19,-0.33,0.3,0.45,0,,,589,38,579500,0.001016393,No,568205,568794,Yes,-0.0303,0.1766,2567.34,2557.15,10.67,11.62
25/10/2017 15:30,27/10/2017 16:00,SPXW,Put,27/10/2017 0:00,2,2490,2190,19,-0.31,0.25,0.45,0,,,551,38,570000,0.000966667,No,568794,569345,Yes,-0.028,0.1937,2559.22,2581.07,11.75,9.81
27/10/2017 15:30,30/10/2017 16:00,SPXW,Put,30/10/2017 0:00,3,2525,2225,19,-0.28,0.25,0.4,0,,,494,38,570000,0.000866667,No,569345,569839,Yes,-0.0298,0.1285,2581.25,2572.83,9.83,10.42
30/10/2017 15:30,31/10/2017 16:00,SPXW,Put,31/10/2017 0:00,1,2530,2230,19,-0.23,0.2,0.35,0,,,399,38,570000,0.0007,No,569839,570238,Yes,-0.0335,0.1651,2571.17,2575.26,10.61,10.11
31/10/2017 15:30,1/11/2017 16:00,SPXW,Put,1/11/2017 0:00,1,2540,2240,19,-0.18,0.15,0.3,0,,,304,38,570000,0.000533333,No,570238,570542,Yes,-0.0315,0.1472,2577.42,2579.36,9.99,10.15
1/11/2017 15:30,3/11/2017 16:00,SPXW,Put,3/11/2017 0:00,2,2515,2215,19,-0.33,0.3,0.45,0,,,589,38,570000,0.001033333,No,570542,571131,Yes,-0.0294,0.1819,2580.49,2587.84,9.91,9.03
3/11/2017 15:30,6/11/2017 16:00,SPXW,Put,6/11/2017 0:00,3,2540,2240,19,-0.21,0.2,0.3,0,,,361,38,570000,0.000633333,No,571131,571492,Yes,-0.0288,0.1049,2586.74,2591.13,9.15,9.43
6/11/2017 15:30,8/11/2017 16:00,SPXW,Put,8/11/2017 0:00,2,2545,2250,19,-0.23,0.2,0.35,0,,,399,38,560500,0.000711864,No,571492,571891,Yes,-0.03,0.1329,2592.9,2594.38,9.42,9.68
8/11/2017 15:30,10/11/2017 16:00,SPXW,Put,10/11/2017 0:00,2,2540,2240,19,-0.28,0.25,0.4,0,,,494,38,570000,0.000866667,No,571891,572385,Yes,-0.0312,0.1482,2593.86,2582.3,9.57,11.16
10/11/2017 15:30,13/11/2017 16:00,SPXW,Put,13/11/2017 0:00,3,2525,2225,19,-0.28,0.25,0.4,0,,,494,38,570000,0.000866667,No,572385,572879,Yes,-0.029,0.132,2583.26,2584.84,10.9,11.35
13/11/2017 15:30,15/11/2017 16:00,SPXW,Put,15/11/2017 0:00,2,2515,2210,19,-0.38,0.35,0.5,0,,,684,38,579500,0.001180328,No,572879,573563,Yes,-0.0301,0.1982,2586.45,2564.62,11.05,13.23
15/11/2017 15:30,17/11/2017 16:00,SPXW,Put,17/11/2017 0:00,2,2485,2185,19,-0.48,0.45,0.6,0,,,874,38,570000,0.001533333,No,573563,574437,Yes,-0.0316,0.2311,2566.43,2578.85,12.98,11.48
17/11/2017 15:30,20/11/2017 16:00,SPXW,Put,20/11/2017 0:00,3,2535,2230,19,-0.21,0.2,0.3,0,,,361,38,579500,0.000622951,No,574437,574798,Yes,-0.0296,0.102,2579.96,2582.14,11.55,10.71
20/11/2017 15:30,22/11/2017 16:00,SPXW,Put,22/11/2017 0:00,2,2535,2230,19,-0.23,0.2,0.35,0,,,399,38,579500,0.000688525,No,574798,575197,Yes,-0.0303,0.1318,2581.93,2597.08,10.71,9.75
22/11/2017 15:30,24/11/2017 16:00,SPXW,Put,24/11/2017 0:00,2,2560,2260,19,-0.16,0.15,0.25,0,,,266,38,570000,0.000466667,No,575197,575463,Yes,-0.0286,0.1048,2598.57,2602.42,9.72,9.67
24/11/2017 15:30,27/11/2017 16:00,SPXW,Put,27/11/2017 0:00,3,2565,2260,19,-0.16,0.1,0.3,0,,,266,38,579500,0.000459016,No,575463,575729,Yes,-0.0292,0.0838,2602.42,2601.42,9.67,9.89
27/11/2017 15:30,29/11/2017 16:00,SPXW,Put,29/11/2017 0:00,2,2555,2250,19,-0.23,0.2,0.35,0,,,399,38,579500,0.000688525,No,575729,576128,Yes,-0.0303,0.1309,2602.26,2626.07,9.82,10.65
29/11/2017 15:30,30/11/2017 16:00,SPXW,Put,30/11/2017 0:00,1,2575,2275,19,-0.21,0.2,0.3,0,,,361,38,570000,0.000633333,No,576128,576489,Yes,-0.0276,0.1849,2624.54,2647.58,10.59,11.21
30/11/2017 15:30,1/12/2017 16:00,SPXW,Put,1/12/2017 0:00,1,2590,2290,19,-0.24,0.15,0.4,0,,,418,38,570000,0.000733333,No,576489,576907,Yes,-0.0282,0.2116,2645.65,2642.22,11,11.3
1/12/2017 15:30,4/12/2017 16:00,SPXW,Put,4/12/2017 0:00,3,2540,2240,19,-0.56,0.5,0.7,0,,,1026,38,570000,0.0018,No,576907,577933,Yes,-0.0308,0.2239,2638.14,2639.44,12,11.8
4/12/2017 15:30,6/12/2017 16:00,SPXW,Put,6/12/2017 0:00,2,2580,2280,19,-0.31,0.25,0.45,0,,,551,38,570000,0.000966667,No,577933,578484,Yes,-0.0279,0.1762,2645.53,2629.27,11.04,11
6/12/2017 15:30,8/12/2017 16:00,SPXW,Put,8/12/2017 0:00,2,2575,2275,19,-0.28,0.25,0.4,0,,,494,38,570000,0.000866667,No,578484,578978,Yes,-0.0297,0.1544,2631.59,2651.5,10.99,9.58
8/12/2017 15:30,11/12/2017 16:00,SPXW,Put,11/12/2017 0:00,3,2615,2310,19,-0.18,0.15,0.3,0,,,304,38,579500,0.00052459,No,578978,579282,Yes,-0.0336,0.0779,2648.83,2659.99,9.74,9.31
11/12/2017 15:30,13/12/2017 16:00,SPXW,Put,13/12/2017 0:00,2,2610,2310,19,-0.23,0.2,0.35,0,,,399,38,570000,0.0007,No,579282,579681,Yes,-0.0306,0.1267,2656.13,2662.85,9.55,10.14
13/12/2017 15:30,15/12/2017 16:00,SPXW,Put,15/12/2017 0:00,2,2615,2315,19,-0.23,0.2,0.35,0,,,399,38,570000,0.0007,No,579681,580080,Yes,-0.0281,0.1388,2666.9,2675.81,9.92,9.53
15/12/2017 15:30,18/12/2017 16:00,SPXW,Put,18/12/2017 0:00,3,2630,2330,19,-0.23,0.2,0.35,0,,,399,38,570000,0.0007,No,580080,580479,Yes,-0.0294,0.1077,2678.85,2690.16,9.49,9.55
18/12/2017 15:30,20/12/2017 16:00,SPXW,Put,20/12/2017 0:00,2,2645,2345,19,-0.18,0.15,0.3,0,,,304,38,570000,0.000533333,No,580479,580783,Yes,-0.027,0.1204,2690.86,2679.25,9.4,9.67
20/12/2017 15:30,22/12/2017 16:00,SPXW,Put,22/12/2017 0:00,2,2630,2330,19,-0.23,0.2,0.35,0,,,399,38,570000,0.0007,No,580783,581182,Yes,-0.0284,0.1367,2680.6,2683.34,9.79,9.81
22/12/2017 15:30,26/12/2017 16:00,SPXW,Put,26/12/2017 0:00,4,2645,2340,19,-0.18,0.15,0.3,0,,,304,38,579500,0.00052459,No,581182,581486,Yes,-0.0308,0.0737,2682.87,2680.5,10.09,10.2
26/12/2017 15:30,27/12/2017 16:00,SPXW,Put,27/12/2017 0:00,1,2650,2350,19,-0.11,0.1,0.2,0,,,171,38,570000,0.0003,No,581486,581657,Yes,-0.029,0.1094,2678.46,2682.62,10.27,10.59
27/12/2017 15:30,29/12/2017 16:00,SPXW,Put,29/12/2017 0:00,2,2600,2300,19,-0.48,0.45,0.6,0,,,874,38,570000,0.001533333,No,581657,582531,Yes,-0.0313,0.2239,2679.58,2673.61,10.74,10.52
2/1/2018 9:31,3/1/2018 16:00,SPXW,Put,3/1/2018 0:00,1,2625,2325,19,-0.28,0.25,0.4,0,,,494,38,570000,0.000866667,No,582531,583025,Yes,-0.0282,0.2013,2685.58,2713.06,10.7,9.05
3/1/2018 15:30,5/1/2018 16:00,SPXW,Put,5/1/2018 0:00,2,2665,2365,19,-0.23,0.2,0.35,0,,,399,38,570000,0.0007,No,583025,583424,Yes,-0.0306,0.124,2711.42,2743.15,8.96,9.24
5/1/2018 15:30,8/1/2018 16:00,SPXW,Put,8/1/2018 0:00,3,2700,2400,19,-0.13,0.1,0.25,0,,,209,38,570000,0.000366667,No,583424,583633,Yes,-0.0261,0.0802,2738.62,2747.71,9.32,9.41
8/1/2018 15:30,10/1/2018 16:00,SPXW,Put,10/1/2018 0:00,2,2705,2405,19,-0.18,0.15,0.3,0,,,304,38,570000,0.000533333,No,583633,583937,Yes,-0.0297,0.1055,2745.69,2748.23,9.38,9.92
10/1/2018 15:30,12/1/2018 16:00,SPXW,Put,12/1/2018 0:00,2,2700,2400,19,-0.23,0.2,0.35,0,,,399,38,570000,0.0007,No,583937,584336,Yes,-0.031,0.1206,2744.92,2786.24,9.91,10.11
12/1/2018 15:30,16/1/2018 16:00,SPXW,Put,16/1/2018 0:00,4,2730,2430,19,-0.28,0.25,0.4,0,,,494,38,570000,0.000866667,No,584336,584830,Yes,-0.0309,0.0989,2782.95,2776.42,10.2,11.78
16/1/2018 15:30,17/1/2018 16:00,SPXW,Put,17/1/2018 0:00,1,2725,2425,19,-0.28,0.25,0.4,0,,,494,38,570000,0.000866667,No,584830,585324,Yes,-0.0293,0.2072,2781.81,2802.56,11.44,11.77
17/1/2018 15:30,19/1/2018 16:00,SPXW,Put,19/1/2018 0:00,2,2725,2425,20,-0.39,0.3,0.55,0,,,740,40,600000,0.001233333,No,585324,586064,Yes,-0.029,0.2013,2802.87,2810.3,11.46,11.24
19/1/2018 15:30,22/1/2018 16:00,SPXW,Put,22/1/2018 0:00,3,2755,2455,20,-0.26,0.2,0.4,0,,,480,40,600000,0.0008,No,586064,586544,Yes,-0.0302,0.1159,2809.13,2832.97,11.43,11.06
22/1/2018 15:30,24/1/2018 16:00,SPXW,Put,24/1/2018 0:00,2,2775,2475,20,-0.28,0.25,0.4,0,,,520,40,600000,0.000866667,No,586544,587064,Yes,-0.032,0.132,2825.38,2837.54,11.01,11.44
24/1/2018 15:30,26/1/2018 16:00,SPXW,Put,26/1/2018 0:00,2,2775,2475,20,-0.36,0.3,0.5,0,,,680,40,600000,0.001133333,No,587064,587744,Yes,-0.0308,0.1662,2839.46,2872.87,11.44,11.22
26/1/2018 15:30,29/1/2018 16:00,SPXW,Put,29/1/2018 0:00,3,2820,2520,20,-0.23,0.2,0.35,0,,,420,40,600000,0.0007,No,587744,588164,Yes,-0.0306,0.0961,2865.8,2853.53,11.26,13.62
29/1/2018 15:30,31/1/2018 16:00,SPXW,Put,31/1/2018 0:00,2,2785,2485,20,-0.43,0.4,0.55,0,,,820,40,600000,0.001366667,No,588164,588984,Yes,-0.0318,0.1874,2857.84,2823.81,13.18,13.75
31/1/2018 15:30,2/2/2018 16:00,SPXW,Put,2/2/2018 0:00,2,2735,2435,20,-0.46,0.4,0.6,0,,,880,40,600000,0.001466667,No,588984,589864,Yes,-0.0304,0.2202,2820.34,2762.13,13.86,17.45
2/2/2018 15:30,5/2/2018 16:00,SPXW,Put,5/2/2018 0:00,3,2620,2325,20,-0.83,0.7,1.05,0,,,1620,40,590000,0.002745763,No,589864,591484,Yes,-0.0297,0.3242,2770.01,2648.94,16.96,32.98
