Date,Open,High,Low,Close,Adj Close,Volume
2019-12-31,26.290000915527344,26.6200008392334,26.239999771118164,26.559999465942383,26.407440185546875,3870700
2020-01-02,27.0,27.389999389648438,26.81999969482422,27.3799991607666,27.22273063659668,6503200
2020-01-03,26.610000610351562,27.059999465942383,26.469999313354492,26.670000076293945,26.516809463500977,9732300
2020-01-06,26.290000915527344,26.299999237060547,25.59000015258789,25.68000030517578,25.532495498657227,10432100
2020-01-07,25.8700008392334,26.389999389648438,25.790000915527344,26.25,26.09922218322754,7493800
2020-01-08,26.239999771118164,26.43000030517578,25.90999984741211,26.049999237060547,25.90036964416504,7860800
2020-01-09,26.469999313354492,26.469999313354492,25.8700008392334,26.100000381469727,25.950084686279297,8521300
2020-01-10,26.200000762939453,26.600000381469727,26.040000915527344,26.5,26.3477840423584,7200900
2020-01-13,26.729999542236328,27.540000915527344,26.649999618530273,27.520000457763672,27.361927032470703,11619100
2020-01-14,27.610000610351562,27.920000076293945,27.309999465942383,27.510000228881836,27.35198402404785,11438200
2020-01-15,27.350000381469727,27.389999389648438,26.6200008392334,26.719999313354492,26.56652069091797,11387900
2020-01-16,27.1200008392334,28.360000610351562,27.079999923706055,28.25,28.087732315063477,23666400
2020-01-17,28.5,28.860000610351562,28.239999771118164,28.489999771118164,28.32635498046875,11551200
2020-01-21,28.190000534057617,28.299999237060547,27.229999542236328,27.510000228881836,27.35198402404785,16252500
2020-01-22,27.68000030517578,28.139999389648438,27.610000610351562,27.780000686645508,27.620433807373047,7084300
2020-01-23,27.809999465942383,28.040000915527344,27.389999389648438,28.020000457763672,27.859054565429688,6735100
2020-01-24,28.309999465942383,28.34000015258789,26.959999084472656,27.309999465942383,27.153133392333984,7317200
2020-01-27,26.260000228881836,26.40999984741211,25.84000015258789,25.8700008392334,25.721405029296875,8398100
2020-01-28,26.190000534057617,26.600000381469727,26.059999465942383,26.329999923706055,26.178760528564453,6130600
2020-01-29,26.110000610351562,26.190000534057617,25.040000915527344,25.09000015258789,24.945886611938477,17658200
2020-01-30,24.920000076293945,25.219999313354492,24.170000076293945,24.799999237060547,24.657548904418945,17019000
2020-01-31,24.790000915527344,24.790000915527344,23.90999984741211,24.040000915527344,23.90191650390625,10871000
