date,amount,price,sid,symbol,value
2020-07-30 23:59:59.999989+00:00,9,105.9377303015,0,XLK,-953.4395727135
2020-07-30 23:59:59.999989+00:00,9,6.489379085,1,GE,-58.404411765000006
2020-07-31 23:59:59.999989+00:00,-9,110.15146081663958,0,XLK,991.3631473497562
